City,Cloudiness,Country,Date,Humidity,Lat,Lng,MaxTemp,WindSpeed
Bloemfontein,0,ZA,1584209308,53,-29.12,26.21,23.0,1.0
Rawson,0,AR,1584209308,60,-43.3,-65.1,16.69,5.97
Athabasca,72,CA,1584209308,81,54.72,-113.29,-17.91,1.88
Kaduqli,87,SD,1584209308,17,11.02,29.72,26.79,6.55
Qaqortoq,75,GL,1584209308,62,60.72,-46.03,-4.0,2.1
Luau,87,AO,1584209309,97,-10.71,22.22,19.19,0.77
Yasnogorsk,68,RU,1584209309,95,54.48,37.7,1.89,6.47
Comodoro Rivadavia,0,AR,1584209252,49,-45.87,-67.5,21.0,2.6
Ilo,40,PE,1584209116,73,-17.64,-71.34,25.0,6.7
San Cristobal,75,VE,1584209309,66,7.77,-72.22,29.0,2.1
San Bartolomé de Tirajana,20,ES,1584209309,56,27.92,-15.57,20.0,10.8
Djibo,0,BF,1584209309,10,14.1,-1.63,33.59,3.06
Rumonge,100,BI,1584209309,86,-3.97,29.44,20.69,0.98
St. George's,75,GD,1584209309,66,12.06,-61.75,30.0,4.1
Adrar,0,MR,1584209309,5,20.5,-10.07,28.69,1.71
Bethel,1,US,1584209309,30,41.37,-73.41,12.22,4.1
Tasiilaq,20,GL,1584209309,65,65.61,-37.64,-13.0,2.1
Grivenskaya,8,RU,1584209309,69,45.65,38.18,8.09,3.41
Nioaque,10,BR,1584209310,32,-21.14,-55.83,35.89,3.05
Dūkštas,71,LT,1584209310,57,55.53,26.33,-3.11,4.62
Bosaso,65,SO,1584209310,85,11.28,49.18,24.99,6.98
Itarema,61,BR,1584209310,73,-2.92,-39.92,29.49,4.11
Mananjary,16,MG,1584209310,83,-21.22,48.33,26.29,5.28
Tarazá,36,CO,1584209310,58,7.58,-75.4,29.49,1.78
Hong Kong,40,HK,1584209310,52,22.29,114.16,21.67,4.6
Gävle,0,SE,1584209147,40,60.67,17.14,-1.11,1.34
Pisco,40,PE,1584209310,30,-13.7,-76.22,25.0,4.1
Oktyabr'skoye,90,RU,1584209310,81,43.06,44.74,11.0,2.0
Sibolga,46,ID,1584209310,95,1.74,98.78,22.19,1.56
Homer,1,US,1584209310,78,59.64,-151.55,-3.33,2.6
Kifrī,100,IQ,1584209310,86,34.7,44.97,14.49,3.25
Hilo,90,US,1584209311,83,19.73,-155.09,22.0,2.6
Mangan,100,IN,1584209311,73,27.52,88.53,6.69,1.97
Lebu,0,CL,1584209311,42,-37.62,-73.65,19.19,5.76
Horqueta,36,PY,1584209311,16,-23.34,-57.06,40.69,3.44
San Quintín,5,MX,1584209311,69,30.48,-115.95,16.69,4.27
Coahuayana Viejo,75,MX,1584209311,74,18.73,-103.68,27.0,3.09
Goderich,100,CA,1584209311,80,43.75,-81.72,0.56,5.81
College,90,US,1584209311,84,64.86,-147.8,-8.33,2.1
Caucayá,100,CO,1584209311,98,-0.19,-74.78,22.99,2.74
Husavik,75,IS,1584209311,68,66.04,-17.34,-4.0,3.6
Tākestān,75,IR,1584209312,50,36.07,49.7,13.0,2.1
Edgewater,40,US,1584209178,51,28.99,-80.9,30.56,3.1
Palmer,1,US,1584209312,39,42.16,-72.33,11.11,7.2
Pudozh,91,RU,1584209312,86,61.81,36.53,-7.01,5.15
Maués,100,BR,1584209312,77,-3.38,-57.72,29.89,0.94
Neuquén,0,AR,1584209061,11,-38.95,-68.06,22.0,3.1
Tyler,90,US,1584209312,78,32.35,-95.3,25.0,4.1
Leh,85,IN,1584209312,56,34.17,77.58,-9.81,1.44
Mezen',100,RU,1584209312,80,65.85,44.24,-7.91,5.19
Haines Junction,22,CA,1584209312,68,60.75,-137.51,-9.01,1.2
Rhyl,75,GB,1584209312,81,53.32,-3.49,11.11,7.2
Assomada,100,CV,1584209312,30,15.1,-23.68,30.0,9.3
Mogadishu,93,SO,1584209304,83,2.04,45.34,28.19,10.07
Half Moon Bay,75,US,1584209116,87,37.46,-122.43,13.89,2.1
Ubalá,77,CO,1584209313,43,4.75,-72.54,33.49,4.7
Bubaque,37,GW,1584209313,59,11.28,-15.83,28.59,8.29
Phalombe,84,MW,1584209313,85,-15.81,35.65,19.39,2.14
Sinnamary,50,GF,1584209313,74,5.38,-52.95,26.99,5.54
Fortuna,75,US,1584209313,87,40.6,-124.16,8.89,4.6
Florianópolis,0,BR,1584209313,62,-27.61,-48.5,32.78,4.6
Opuwo,95,NA,1584209313,50,-18.06,13.84,24.99,5.41
Xining,78,CN,1584209313,38,36.62,101.77,-0.81,1.05
Yar-Sale,100,RU,1584209313,91,66.83,70.83,-13.31,8.28
Soyo,40,AO,1584209313,84,-6.13,12.37,30.0,3.6
Jinka,82,ET,1584209313,61,5.65,36.65,25.09,1.95
Ancud,40,CL,1584209313,55,-41.87,-73.82,16.0,2.1
Avera,75,US,1584209313,36,33.19,-82.53,27.0,2.1
Hualmay,76,PE,1584209314,56,-11.1,-77.61,27.49,4.99
Lompoc,90,US,1584209314,67,34.64,-120.46,14.44,1.5
Porto Walter,100,BR,1584209314,62,-8.27,-72.74,32.19,1.44
Alofi,100,NU,1584209314,94,-19.06,-169.92,25.0,2.1
Wolgast,0,DE,1584209314,64,54.05,13.77,1.67,0.45
Becerril,0,CO,1584209314,28,9.7,-73.28,40.39,0.82
Līsakovsk,100,KZ,1584209314,98,52.54,62.49,1.29,4.92
Padang,100,ID,1584209314,93,-0.95,100.35,20.89,2.51
Palmares do Sul,0,BR,1584209314,41,-30.26,-50.51,33.09,3.79
Aklavik,90,CA,1584209314,78,68.22,-135.01,-5.0,2.1
Ribeira Grande,40,PT,1584209314,68,38.52,-28.7,18.0,6.7
Cabo San Lucas,5,MX,1584209107,69,22.89,-109.91,25.0,3.1
Augusto Corrêa,100,BR,1584209315,74,-1.02,-46.63,27.69,2.76
Novobirilyussy,98,RU,1584209315,83,56.95,90.67,-1.21,5.1
Magog,75,CA,1584209215,55,45.27,-72.15,2.78,8.2
Mayumba,47,GA,1584209315,78,-3.43,10.66,29.09,3.39
Monastyrshchina,100,RU,1584209315,58,54.35,31.84,-3.01,6.31
Homestead,40,US,1584209239,69,25.47,-80.48,29.0,4.6
Swan River,100,CA,1584209315,95,52.11,-101.27,-15.01,4.09
Longonjo,84,AO,1584209315,93,-12.91,15.25,18.59,2.52
Chicama,40,PE,1584209315,78,-7.84,-79.15,25.0,4.6
San Jose,90,US,1584209023,76,37.34,-121.89,14.44,5.1
Nome,100,US,1584209315,98,64.5,-165.41,0.39,0.32
Semey,69,KZ,1584209316,77,50.41,80.23,0.29,4.68
Kruisfontein,17,ZA,1584209316,89,-34.0,24.73,17.79,4.31
Dhārchula,100,IN,1584209316,71,29.85,80.53,-0.01,3.03
Kamenka,65,RU,1584209316,93,51.32,42.77,2.78,1.34
Saint Joseph,90,US,1584209063,93,39.77,-94.85,3.0,4.6
Reconquista,72,AR,1584209316,23,-29.15,-59.65,38.99,2.99
Celestún,0,MX,1584209316,76,20.87,-90.4,25.89,3.55
Riohacha,20,CO,1584209316,66,11.54,-72.91,29.0,7.2
Winslow,20,US,1584209316,53,35.02,-110.7,11.0,2.1
Sawākin,0,SD,1584209316,53,19.11,37.33,24.29,4.45
Labuhan,100,ID,1584209316,89,-6.88,112.21,24.99,0.82
Valparaíso,16,CL,1584209185,64,-33.04,-71.63,26.0,4.91
Susanville,90,US,1584209039,52,40.42,-120.65,3.33,7.7
San Patricio,75,MX,1584209317,74,19.22,-104.7,30.0,2.49
West Wendover,90,US,1584209317,41,40.74,-114.07,14.0,9.8
Alenquer,40,BR,1584209317,70,-1.94,-54.74,30.0,2.6
Rognan,75,NO,1584209317,69,67.1,15.39,2.0,11.3
Bonavista,92,CA,1584209317,83,48.65,-53.11,3.89,10.28
Carnarvon,75,AU,1584209317,83,-24.87,113.63,25.0,4.1
Tarata,40,BO,1584209317,28,-17.62,-66.02,27.0,2.6
Rohnert Park,90,US,1584209317,81,38.34,-122.7,11.11,3.6
Anloga,20,GH,1584209317,74,5.79,0.9,30.0,5.1
Crown Point,90,US,1584209317,64,41.42,-87.37,4.0,3.1
Nanortalik,68,GL,1584209317,66,60.14,-45.24,-5.11,6.1
Kahului,75,US,1584209317,83,20.89,-156.47,23.0,5.1
Korla,100,CN,1584209317,63,41.76,86.15,3.33,0.45
Along,99,IN,1584209318,73,28.17,94.77,17.59,1.19
Kavaratti,18,IN,1584209318,71,10.57,72.64,27.99,4.29
Ontario,90,US,1584209179,82,34.06,-117.65,17.0,3.19
Cayenne,75,GF,1584209318,58,4.93,-52.33,31.0,4.6
Batié,65,BF,1584209318,28,9.88,-2.92,35.39,1.09
Gallup,75,US,1584209102,56,35.53,-108.74,8.0,2.1
Zyryanskoye,97,RU,1584209318,95,56.83,86.63,0.09,7.5
Terrace,5,CA,1584208792,31,54.52,-128.6,-6.0,7.2
Akşehir,0,TR,1584209318,52,38.36,31.42,14.09,1.09
Yarkovo,68,RU,1584209318,84,57.4,67.08,1.19,5.34
Esterhazy,100,CA,1584209318,92,50.65,-102.08,-13.81,4.66
Chui,1,UY,1584209318,42,-33.7,-53.46,32.99,2.39
Krasnovishersk,99,RU,1584209318,90,60.41,57.08,-2.61,3.07
Quatre Cocos,40,MU,1584209319,83,-20.21,57.76,26.0,1.5
Coquimbo,40,CL,1584209319,68,-29.95,-71.34,21.0,4.6
Constitución,54,CL,1584209319,39,-35.33,-72.42,19.89,6.08
Mórrope,85,PE,1584209319,29,-6.54,-80.01,19.0,6.2
Grójec,50,PL,1584209319,43,51.86,20.87,2.22,5.1
Bida,100,NG,1584209319,13,9.08,6.02,34.19,1.45
Ribas do Rio Pardo,0,BR,1584209319,47,-20.44,-53.76,31.39,3.86
Makakilo City,75,US,1584209319,69,21.35,-158.09,23.0,3.6
Marawi,2,PH,1584209319,87,8.0,124.29,23.89,1.34
Bambous Virieux,40,MU,1584209319,83,-20.34,57.76,26.0,1.5
Soldotna,1,US,1584209092,83,60.49,-151.06,-8.89,1.5
Hayden,90,US,1584209319,67,47.77,-116.79,-7.0,7.7
Kuteynykove,4,UA,1584209319,60,47.81,38.29,6.89,4.21
Raja,13,SS,1584209319,19,8.46,25.68,27.49,1.87
Holme,36,DK,1584209320,64,56.11,10.17,4.0,4.1
Sterling,75,US,1584209118,24,39.01,-77.43,14.44,3.1
Selizharovo,100,RU,1584209320,69,56.85,33.45,-5.31,3.8
Champerico,40,GT,1584209320,58,14.3,-91.92,31.0,4.8
Sitka,1,US,1584209320,86,57.05,-135.33,-1.0,0.9
Klaksvík,100,FO,1584209320,69,62.23,-6.59,4.0,4.1
Sept-Îles,90,CA,1584209320,86,50.2,-66.38,-0.56,4.1
Norman Wells,75,CA,1584209320,84,65.28,-126.83,-15.0,1.0
Conde,20,BR,1584209320,66,-7.26,-34.91,30.0,5.7
Marsh Harbour,35,BS,1584209320,77,26.54,-77.06,23.79,5.09
Barra do Corda,39,BR,1584209320,78,-5.5,-45.25,29.49,2.76
Nizhniy Odes,99,RU,1584209320,94,63.64,54.86,-2.61,4.85
Saint-François,40,FR,1584209320,50,46.42,3.91,12.0,1.06
Karmāla,0,IN,1584209320,17,18.42,75.2,24.49,3.37
Loandjili,40,CG,1584209321,79,-4.76,11.86,30.0,3.1
Road Town,20,VG,1584209321,65,18.42,-64.62,28.0,3.6
Acapulco de Juárez,40,MX,1584209321,62,16.86,-99.89,30.0,2.6
Tibati,0,CM,1584209321,19,6.47,12.63,26.89,1.83
Søgne,75,NO,1584209321,69,58.08,7.82,5.0,6.2
Conceição do Araguaia,100,BR,1584209321,80,-8.26,-49.26,26.39,1.7
Ayagoz,16,KZ,1584209321,65,47.97,80.44,-3.51,1.72
Tiarei,20,PF,1584209321,74,-17.53,-149.33,29.0,8.57
Los Llanos de Aridane,40,ES,1584209321,63,28.66,-17.92,19.0,4.6
Ampanihy,54,MG,1584209321,67,-24.7,44.75,25.39,6.49
Elizabeth City,40,US,1584209321,43,36.29,-76.25,17.22,4.6
Kedrovyy,36,RU,1584209322,51,56.17,91.82,3.0,3.0
Ihosy,19,MG,1584209322,96,-22.4,46.12,18.49,4.96
Diamantino,70,BR,1584209322,69,-14.41,-56.45,30.19,1.54
Imbituba,0,BR,1584209322,62,-28.24,-48.67,31.0,4.6
Arrondissement de Saint-Gaudens,90,FR,1584209322,62,43.08,0.67,14.44,2.6
Areosa,0,PT,1584209322,72,41.72,-8.86,17.22,5.7
Saint George,75,US,1584209233,62,37.1,-113.58,14.44,2.6
Florø,100,NO,1584209322,69,61.6,5.03,3.0,11.8
Neiafu,75,TO,1584209322,94,-18.65,-173.98,25.0,4.08
Villarrica,22,PY,1584209322,22,-25.75,-56.43,39.99,1.88
Xai-Xai,0,MZ,1584209322,86,-25.05,33.64,24.29,2.5
San Buenaventura,20,MX,1584209322,60,27.08,-101.53,29.44,4.1
Vangaindrano,100,MG,1584209322,95,-23.35,47.6,22.99,1.71
Passos,36,BR,1584209323,65,-20.72,-46.61,25.99,2.73
Ponta Delgada,20,PT,1584209066,67,37.73,-25.67,17.0,7.2
Bodden Town,19,KY,1584209323,61,19.28,-81.25,28.89,5.81
Abnūb,0,EG,1584209323,57,27.27,31.15,19.49,4.09
Ketchikan,1,US,1584209323,50,55.34,-131.65,0.0,2.6
Usinsk,100,RU,1584209323,89,65.99,57.53,-12.31,6.31
Pecos,1,US,1584209323,45,31.42,-103.49,20.56,1.5
Anzio,40,IT,1584209323,93,41.49,12.62,14.44,2.6
Dabeiba,69,CO,1584209323,57,7.0,-76.27,29.69,1.41
Tsiroanomandidy,58,MG,1584209323,86,-18.77,46.03,21.39,0.58
George Town,20,MY,1584209064,83,5.41,100.34,29.0,1.32
Gdov,80,RU,1584209323,47,58.74,27.81,-1.61,4.68
Vodnyy,98,RU,1584209323,86,63.5,53.41,-5.51,5.27
Takoradze,87,GH,1584209324,77,4.88,-1.76,28.19,3.01
Agropoli,89,IT,1584209324,88,40.35,15.0,14.44,0.45
Ipuã,8,BR,1584209324,63,-20.44,-48.01,29.59,0.5
Boa Vista,90,BR,1584209324,43,2.82,-60.67,33.0,3.6
Mormugao,0,IN,1584209324,69,15.4,73.8,26.0,2.1
Mahon,20,ES,1584209324,67,39.89,4.27,14.0,4.1
Morón,90,AR,1584209147,94,-34.65,-58.62,22.0,3.1
Vyaz'ma,100,RU,1584209324,88,55.21,34.3,-5.11,9.95
Tucupita,83,VE,1584209324,29,9.06,-62.05,37.19,1.33
Luena,65,AO,1584209324,94,-11.78,19.92,18.39,0.88
Salalah,40,OM,1584209324,61,17.02,54.09,25.0,2.6
Pascagoula,1,US,1584209324,73,30.37,-88.56,27.78,3.6
Irecê,80,BR,1584209114,46,-11.3,-41.86,28.69,4.52
Clyde River,5,CA,1584209324,62,70.47,-68.59,-27.0,1.5
Lerwick,100,GB,1584209325,87,60.15,-1.15,7.0,9.8
Zharkent,49,KZ,1584209325,35,44.16,80.0,9.29,2.93
‘Ewa Beach,75,US,1584209325,69,21.32,-158.01,23.0,3.6
Abu Samrah,15,SY,1584209325,76,35.3,37.18,13.19,1.89
West Bay,12,KY,1584209325,67,19.37,-81.42,28.89,2.24
Nurota,24,UZ,1584209325,61,40.56,65.69,9.0,5.1
Kajaani,4,FI,1584209325,48,64.23,27.73,-8.0,2.1
Ust-Tsilma,100,RU,1584209325,93,65.44,52.15,-9.61,3.78
Port Hardy,5,CA,1584209325,31,50.7,-127.42,1.0,8.7
Fairhope,1,US,1584209325,69,30.52,-87.9,27.78,3.1
Sarāhan,100,IN,1584209325,87,31.52,77.8,-5.51,2.79
Zambezi,88,ZM,1584209325,89,-13.54,23.1,21.19,1.8
Vajszló,67,HU,1584209325,49,45.86,17.98,10.56,6.2
Inta,84,RU,1584209326,92,66.03,60.17,-16.01,4.47
Ostrovnoy,100,RU,1584209326,79,68.05,39.51,-8.21,5.53
Kokstad,51,ZA,1584209326,88,-30.55,29.42,15.89,1.43
Mosetse,85,BW,1584209326,33,-20.75,26.65,29.49,3.84
Hofn,100,IS,1584209094,62,64.25,-15.21,0.19,9.53
Daşoguz,96,TM,1584209326,41,41.84,59.97,14.0,2.1
Kenora,75,CA,1584209326,61,49.82,-94.43,-10.0,2.1
Vila Velha,75,BR,1584209326,62,-20.33,-40.29,30.0,4.1
Svarstad,20,NO,1584209326,59,59.4,9.97,3.0,6.7
Evinayong,80,GQ,1584209326,96,1.44,10.55,22.29,0.82
Sur,95,OM,1584209326,36,22.57,59.53,21.49,2.67
Muli,64,MV,1584209326,67,2.92,73.57,29.19,3.58
Qorveh,59,IR,1584209105,92,35.17,47.8,3.89,4.13
Margate,20,GB,1584209327,87,51.38,1.39,10.56,6.2
Pemba,100,MZ,1584209327,80,-12.97,40.52,27.89,3.67
Balarāmpur,100,IN,1584209327,76,23.12,86.22,19.89,1.59
Yazman,0,PK,1584209327,47,29.12,71.74,19.59,4.81
Zabid,34,YE,1584209327,52,14.2,43.32,26.99,2.68
Show Low,40,US,1584209327,57,34.25,-110.03,11.67,5.7
Tiznit Province,82,MA,1584209327,70,29.58,-9.5,14.99,2.66
Akdepe,100,TM,1584209327,34,42.06,59.38,13.0,1.0
Paramirim,100,BR,1584209327,63,-13.44,-42.24,24.99,3.67
Santa Cruz de la Sierra,75,BO,1584209327,42,-17.8,-63.17,37.0,3.6
Iralaya,40,HN,1584209327,66,15.0,-83.23,30.0,4.1
Rincon,75,US,1584209119,51,32.3,-81.24,28.0,3.6
Mbuji-Mayi,93,CD,1584209328,83,-6.15,23.6,23.69,2.13
Vytegra,100,RU,1584209328,93,61.01,36.45,-5.81,6.62
Naryan-Mar,100,RU,1584209328,87,67.67,53.09,-13.91,3.24
Freeport,40,US,1584209328,32,40.66,-73.58,13.0,5.7
Petilia Policastro,50,IT,1584209328,87,39.11,16.79,14.0,2.1
Oriximiná,93,BR,1584209328,56,-1.77,-55.87,32.49,1.62
Tisău,75,RO,1584209139,53,45.17,26.52,10.0,6.2
Meulaboh,82,ID,1584209226,76,4.14,96.13,28.69,3.3
