City,Cloudiness,Country,Date,Humidity,Lat,Lng,MaxTemp,WindSpeed
Roseburg,90,US,1584160304,70,43.22,-123.34,7.0,2.1
Navolato,20,MX,1584160397,78,24.77,-107.69,23.33,1.5
Pineville,75,US,1584160397,83,31.32,-92.43,21.11,3.6
‘Āhuimanu,90,US,1584160398,78,21.44,-157.84,24.0,2.1
Clarence Town,90,AU,1584160398,93,-32.58,151.78,18.33,9.8
Carbondale,90,US,1584160173,56,37.73,-89.22,8.0,3.1
Prince Rupert,1,CA,1584160264,36,54.32,-130.32,-2.0,4.1
George Town,20,MY,1584160334,66,5.41,100.34,33.0,2.6
Hay River,20,CA,1584160100,63,60.82,-115.8,-24.0,2.6
Bowling Green,90,US,1584160368,45,36.99,-86.44,9.0,2.1
Hailey,5,US,1584160398,55,43.52,-114.32,3.0,2.94
Potam,0,MX,1584160398,57,27.6,-110.38,17.98,2.13
Hilo,90,US,1584160398,83,19.73,-155.09,23.89,6.7
Sicamous,90,CA,1584160398,36,50.83,-118.99,-2.0,11.3
Lewistown,1,US,1584160398,48,40.6,-77.57,10.0,5.1
Elizabeth City,1,US,1584160398,82,36.29,-76.25,19.0,5.03
Todos Santos,40,MX,1584160167,68,23.45,-110.22,22.22,1.89
Slave Lake,1,CA,1584160399,63,55.28,-114.77,-22.0,1.52
Guerrero Negro,0,MX,1584160399,78,27.98,-114.06,16.54,3.34
Eugene,90,US,1584160266,86,44.05,-123.09,4.0,4.1
Lamont,1,US,1584160399,62,35.26,-118.91,15.0,5.7
Saint-Raymond,90,CA,1584160329,59,45.47,-73.61,3.89,12.9
Santa Maria,0,BR,1584160110,78,-29.68,-53.81,25.0,4.1
Norman Wells,75,CA,1584160399,66,65.28,-126.83,-12.0,1.0
Kearney,90,US,1584160399,100,40.7,-99.08,0.0,7.2
Port Hardy,20,CA,1584160399,37,50.7,-127.42,2.0,10.8
Keokuk,75,US,1584160399,45,40.4,-91.38,7.22,2.1
Bridgeton,1,US,1584160399,30,39.43,-75.23,13.0,3.1
Altar,25,MX,1584160399,65,30.7,-111.82,15.0,1.34
Ketchikan,1,US,1584160400,36,55.34,-131.65,0.0,3.6
Eureka,90,US,1584160144,93,40.8,-124.16,8.89,5.1
Iqaluit,5,CA,1584160400,67,63.75,-68.51,-31.67,5.1
Pacific Grove,75,US,1584160140,71,36.62,-121.92,13.0,6.7
Chapais,90,CA,1584160400,85,49.78,-74.85,-4.0,9.3
Drayton Valley,100,CA,1584160400,98,53.22,-114.99,-21.18,1.64
Praxédis Guerrero,1,MX,1584160400,38,31.37,-106.02,17.0,2.6
Saint-Honoré,90,CA,1584160400,69,48.53,-71.08,3.0,8.7
Gallup,90,US,1584160400,78,35.53,-108.74,3.0,6.2
Dryden,90,CA,1584160400,72,49.78,-92.75,-12.0,3.1
Lubbock,90,US,1584160134,93,33.6,-101.83,7.0,6.2
Carroll,1,US,1584160400,27,39.55,-77.02,14.0,6.2
Pitiquito,25,MX,1584160400,65,30.7,-112.08,15.0,1.34
Matamoros,5,MX,1584160400,15,25.53,-103.25,28.0,1.5
Dauphin,1,CA,1584160401,77,51.15,-100.05,-15.0,1.0
Rosarito,90,MX,1584160120,87,32.33,-117.03,16.0,2.03
Kapaa,75,US,1584160401,64,22.08,-159.32,24.0,4.6
Hereford,98,GB,1584160208,95,52.06,-2.71,7.78,1.65
Canatlán,100,MX,1584160401,50,24.52,-104.78,16.67,0.89
Great Falls,90,US,1584160166,85,47.5,-111.3,-6.11,6.7
Safford,75,US,1584160401,58,32.83,-109.71,12.0,3.1
Villa Unión,5,MX,1584160401,83,23.2,-106.23,23.33,2.1
Leominster,1,US,1584160401,48,42.53,-71.76,7.0,4.1
Guane,0,CU,1584160401,85,22.2,-84.09,23.53,7.49
Fairview,1,US,1584160133,31,40.81,-74.0,12.22,2.6
Mitchell,90,US,1584160401,74,43.71,-98.03,1.0,3.1
Coos Bay,90,US,1584160401,93,43.37,-124.22,7.22,2.1
Worthington,1,US,1584160402,74,40.09,-83.02,6.11,2.1
Hamilton,1,US,1584160206,80,39.18,-84.53,6.11,1.43
Pecos,75,US,1584160206,82,31.42,-103.49,17.0,7.2
Juneau,75,US,1584160402,68,58.3,-134.42,-1.67,3.33
Forestville,1,US,1584160402,14,38.85,-76.88,14.0,3.6
Warrensburg,100,US,1584160405,65,38.76,-93.74,6.67,2.6
Stuttgart,100,DE,1584160663,88,48.78,9.18,3.33,1.0
Kingman,90,US,1584160198,55,35.19,-114.05,18.0,6.2
Morden,1,CA,1584160372,78,49.19,-98.1,-11.0,2.1
Havelock,94,US,1584160369,82,34.88,-76.9,17.78,1.5
Anderson,1,US,1584160117,55,34.53,-82.65,18.33,2.26
Mountain Home,75,US,1584160320,26,43.13,-115.69,8.0,5.1
Freeport,1,US,1584160124,32,40.66,-73.58,12.0,7.2
Brigantine,1,US,1584160262,32,39.41,-74.36,13.89,4.1
Hope,90,US,1584160406,81,33.67,-93.59,9.44,4.1
Tlaltenango,35,MX,1584160406,75,19.17,-98.33,13.39,1.23
Tijuana,90,MX,1584160361,87,32.53,-117.02,16.0,1.73
Mineral Wells,90,US,1584160406,93,32.81,-98.11,18.0,3.6
West Odessa,90,US,1584160406,100,31.84,-102.5,17.22,5.7
Celestún,0,MX,1584160406,73,20.87,-90.4,25.11,7.86
New Castle,1,US,1584160321,56,41.0,-80.35,6.11,4.1
Virden,75,US,1584160406,66,39.5,-89.77,6.67,1.5
Geraldton,90,AU,1584160265,43,-28.77,114.6,31.0,6.7
Rodney,1,CA,1584160406,59,42.57,-81.68,2.0,6.7
Aberdeen,90,GB,1584160199,75,57.14,-2.1,5.56,9.3
North Bend,90,US,1584160406,93,43.41,-124.22,7.22,2.1
Prince Albert,40,CA,1584160406,58,53.2,-105.77,-20.0,2.37
Pascagoula,1,US,1584160407,93,30.37,-88.56,20.0,1.5
Riviera Beach,40,US,1584160407,78,26.78,-80.06,25.0,5.1
San Ignacio Río Muerto,67,MX,1584160407,54,27.42,-110.23,16.45,1.68
Flin Flon,92,CA,1584160407,98,54.77,-101.86,-18.92,1.86
Kenai,1,US,1584160407,44,60.55,-151.26,-4.0,3.1
Waverly,1,US,1584160335,66,42.74,-84.62,2.0,3.84
Athabasca,100,CA,1584160124,93,54.72,-113.29,-20.44,2.76
Ruidoso,75,US,1584160336,70,33.33,-105.67,14.0,6.7
Aurora,90,US,1584160206,78,39.73,-104.83,2.0,0.9
Rapid Valley,90,US,1584160407,92,44.06,-103.15,-1.11,7.2
Canora,20,CA,1584160407,77,51.63,-102.43,-18.0,4.1
Asheville,90,US,1584160167,50,35.6,-82.55,17.22,6.7
Altoona,1,US,1584160407,48,40.52,-78.39,7.0,5.1
La Crosse,1,US,1584160403,80,43.8,-91.24,1.0,3.1
Hearst,100,CA,1584160408,90,49.68,-83.67,-10.06,6.3
Tamiahua,4,MX,1584160408,92,21.27,-97.45,22.91,2.82
Samaná,2,DO,1584160408,97,19.21,-69.34,19.96,1.04
Kitimat,5,CA,1584160206,35,54.05,-128.65,-3.33,2.6
Newport,75,GB,1584160408,100,51.59,-3.0,8.0,3.1
St. Pete Beach,90,US,1584160408,73,27.73,-82.74,22.22,2.1
Marathon,1,US,1584160408,58,44.9,-89.77,-1.0,1.5
Spring Valley,75,US,1584160408,58,36.11,-115.25,14.0,2.6
Constitución,14,CL,1584160408,77,-35.33,-72.42,14.21,2.56
Houma,40,US,1584160408,94,29.6,-90.72,21.67,2.6
Houston,90,US,1584160198,78,29.76,-95.36,23.33,4.6
Whitehorse,75,CA,1584160206,47,60.72,-135.05,-11.0,2.1
Lexington Park,1,US,1584160296,30,38.27,-76.45,15.56,8.7
Quesnel,1,CA,1584160206,42,53.0,-122.5,-13.0,10.3
Maryville,90,US,1584160273,54,35.76,-83.97,14.0,3.43
Healdsburg,20,US,1584160409,87,38.61,-122.87,11.0,3.1
Evanston,1,US,1584160409,48,42.04,-87.69,5.56,3.6
Kenora,20,CA,1584160265,71,49.82,-94.43,-13.0,3.1
Ashland,1,US,1584160409,74,40.82,-82.27,4.0,3.6
Nānākuli,90,US,1584160129,78,21.39,-158.15,24.0,3.1
Centerville,1,US,1584160409,52,39.63,-84.16,5.0,1.79
Truckee,90,US,1584160204,65,39.33,-120.18,12.0,6.7
Sheridan,90,US,1584160409,80,44.83,-106.92,-0.56,7.7
Martinez,1,US,1584160192,66,38.02,-122.13,13.33,8.2
Winchester,81,GB,1584160409,93,51.07,-1.32,8.89,6.2
Santa Isabel,90,BR,1584160409,94,-23.32,-46.22,21.11,2.1
Tulum,20,MX,1584160409,88,20.22,-87.47,25.0,4.58
Progreso,5,MX,1584160301,54,21.28,-89.67,27.0,6.7
The Pas,1,CA,1584160410,59,53.83,-101.25,-18.0,1.0
Banes,8,CU,1584160410,88,20.96,-75.72,23.0,3.6
Pacifica,90,US,1584160276,87,37.61,-122.49,13.0,3.6
Mapimí,5,MX,1584160410,15,25.82,-103.85,28.0,1.5
North Branch,1,US,1584160410,63,45.51,-92.98,-3.0,3.1
Douglas,90,US,1584160209,100,41.3,-96.17,3.0,2.6
Oil City,1,US,1584160380,55,41.43,-79.71,3.33,4.6
Lilburn,90,US,1584160410,77,33.89,-84.14,18.0,2.1
Marsh Harbour,31,BS,1584160410,85,26.54,-77.06,22.58,6.04
Miles City,90,US,1584160410,54,46.41,-105.84,-1.0,8.2
Nuevo Progreso,18,MX,1584160410,92,23.17,-97.95,22.78,0.45
Nautla,0,MX,1584160410,88,20.22,-96.78,21.05,0.68
Seminole,1,US,1584160301,77,28.71,-81.21,22.22,1.5
Matagami,90,CA,1584160156,85,49.75,-77.63,-6.0,8.2
Morgan City,1,US,1584160411,100,29.7,-91.21,21.67,3.1
Walla Walla,90,US,1584160411,93,46.06,-118.34,3.0,2.1
Disraeli,90,CA,1584160383,55,45.9,-71.35,3.0,10.8
Fernie,90,CA,1584160411,51,49.5,-115.07,-11.0,3.6
Gainesville,86,US,1584160142,88,29.65,-82.32,20.56,2.27
Condado,64,CU,1584160411,83,21.88,-79.84,23.0,3.6
Mayo,1,US,1584160411,37,38.89,-76.51,14.44,6.2
Ukiah,90,US,1584160411,70,39.15,-123.21,10.56,5.1
Estevan,20,CA,1584160411,78,49.13,-102.98,-9.0,4.1
Bolton,90,GB,1584160411,87,53.58,-2.43,7.0,2.6
Orange Cove,0,US,1584160411,62,36.62,-119.31,15.0,2.1
Roblin,53,CA,1584160411,98,51.23,-101.36,-20.39,1.83
Chase,90,CA,1584160411,41,50.82,-119.69,-5.0,11.8
Kingsport,1,US,1584160268,70,36.55,-82.56,11.67,1.81
Wallaceburg,1,CA,1584160412,55,42.59,-82.39,3.89,1.5
Atchison,90,US,1584160412,52,39.56,-95.12,7.0,6.2
Smithers,1,CA,1584160412,31,54.78,-127.17,-9.0,5.7
Tarandacuao,75,MX,1584160412,72,20.0,-100.53,17.0,5.1
Jiménez,75,MX,1584160239,32,28.33,-105.4,21.0,7.7
Madison Heights,1,US,1584160412,47,42.49,-83.11,3.0,4.1
Devils Lake,1,US,1584160412,72,48.11,-98.87,-9.0,3.6
Ojinaga,1,MX,1584160412,19,29.57,-104.42,27.0,6.7
Hendersonville,75,US,1584160412,49,36.3,-86.62,11.0,3.1
Sooke,90,CA,1584160127,59,48.37,-123.73,4.0,8.15
Big Rapids,1,US,1584160412,55,43.7,-85.48,1.11,3.6
Port Jervis,1,US,1584160210,33,41.38,-74.69,10.0,4.1
Port Townsend,90,US,1584160412,90,48.12,-122.76,4.0,5.7
North Platte,90,US,1584160384,92,41.12,-100.77,-1.0,7.2
Duluth,90,US,1584160030,53,46.78,-92.11,-4.0,6.2
Casselman,90,CA,1584160413,59,45.32,-75.08,3.0,8.7
Bloomington,1,US,1584160413,68,44.84,-93.3,-2.0,4.1
Isla Mujeres,20,MX,1584160413,78,21.23,-86.73,25.0,4.1
Lexington,1,US,1584160413,52,37.99,-84.48,7.78,2.6
Fayetteville,1,US,1584160365,77,35.05,-78.88,20.0,4.69
Fergus Falls,1,US,1584160413,78,46.28,-96.08,-6.0,3.6
Longview,90,US,1584160413,93,32.5,-94.74,17.78,4.1
Cabo San Lucas,40,MX,1584160730,68,22.89,-109.91,22.22,4.89
Baker City,75,US,1584160413,38,44.77,-117.83,6.0,2.6
Ottawa,90,CA,1584160249,59,45.41,-75.7,2.78,8.7
Makaha,90,US,1584160413,78,21.47,-158.22,24.0,3.1
Virginia Beach,75,US,1584160407,77,36.85,-75.98,19.0,2.6
Mastic Beach,1,US,1584160414,40,40.77,-72.85,11.11,3.6
Hualahuises,17,MX,1584160414,74,24.88,-99.67,23.14,9.5
North Potomac,1,US,1584160414,30,39.08,-77.27,14.0,7.7
Lufkin,75,US,1584160371,83,31.34,-94.73,21.11,3.6
Dillon,1,US,1584160158,93,34.42,-79.37,19.44,2.26
Washougal,90,US,1584160414,80,45.58,-122.35,4.44,1.54
Tofield,90,CA,1584160414,64,53.37,-112.67,-17.78,2.1
Oxnard,90,US,1584160395,82,34.2,-119.18,14.0,2.71
Morris,1,US,1584160175,37,40.83,-74.53,12.22,3.1
Ormond Beach,40,US,1584160414,93,29.29,-81.06,21.11,3.15
La Grande,90,US,1584160147,86,45.32,-118.09,5.0,1.74
Casper,90,US,1584160414,92,42.87,-106.31,-2.22,5.1
Álamos,100,MX,1584160414,66,27.02,-108.93,18.89,0.45
Lavaca,90,US,1584160415,94,28.61,-96.63,23.33,4.1
Rogers,90,US,1584160415,52,36.37,-95.58,7.78,6.7
Columbia,1,US,1584160261,82,34.0,-81.03,20.0,3.19
Normandin,90,CA,1584160415,86,48.83,-72.53,2.22,7.2
Arrondissement du Havre,99,FR,1584160415,87,49.58,0.33,7.0,4.6
Baraboo,1,US,1584160415,64,43.47,-89.74,2.22,1.5
Ocampo,99,MX,1584160415,58,21.65,-101.5,16.31,1.82
Hot Springs,90,US,1584160415,57,34.5,-93.06,10.0,3.1
Bon Accord,90,CA,1584160415,64,53.83,-113.42,-17.78,1.0
Bastrop,90,US,1584160415,100,32.76,-91.87,13.89,1.5
Abbeville,89,FR,1584160415,93,50.1,1.83,6.0,3.1
Enid,90,US,1584160199,100,36.4,-97.88,6.0,7.2
Cardston,90,CA,1584160415,77,49.2,-113.3,-15.0,9.3
Guaymas,0,MX,1584160415,78,27.93,-110.9,14.44,0.77
Peace River,5,CA,1584160206,62,56.25,-117.29,-25.0,2.1
Albany,1,US,1584160416,51,42.6,-73.97,5.0,6.7
Mt. Pleasant,40,US,1584160416,82,32.79,-79.86,20.0,1.59
Del Rio,1,US,1584160174,77,29.36,-100.9,24.0,4.97
Gillette,90,US,1584160393,86,44.29,-105.5,-2.0,8.7
Dawson Creek,1,CA,1584160416,68,55.77,-120.24,-19.0,1.5
Paragould,90,US,1584160416,70,36.06,-90.5,9.0,4.1
Pittsfield,75,US,1584160416,72,42.45,-73.25,6.0,4.6
Wooster,1,US,1584160416,59,40.81,-81.94,5.0,4.6
Clarksburg,1,US,1584160272,36,39.28,-80.34,8.0,2.6
Highland Park,1,US,1584160223,48,42.18,-87.8,5.56,3.6
Charcas,78,MX,1584160416,63,23.13,-101.12,18.21,5.91
Terre Haute,90,US,1584160270,80,39.47,-87.41,6.11,2.1
Santa Fe,0,AR,1584160417,62,-31.63,-60.7,30.0,1.79
La Cruz,52,MX,1584160417,89,23.92,-106.9,20.56,0.45
Cape Canaveral,1,US,1584160417,88,28.41,-80.6,23.33,2.1
Burley,1,US,1584160417,24,42.54,-113.79,8.0,3.1
Terrace Bay,62,CA,1584160417,88,48.78,-87.1,-10.31,5.7
Saucillo,100,MX,1584160417,44,28.02,-105.28,18.97,5.2
Padilla,75,CO,1584160417,78,3.22,-76.31,23.0,2.6
Bluefield,1,US,1584160417,42,37.27,-81.22,10.0,3.1
Chubbuck,1,US,1584160417,36,42.92,-112.47,7.0,9.8
El Carrizo,52,MX,1584160417,89,24.03,-106.88,20.56,0.45
Xicoténcatl,63,MX,1584160417,61,23.02,-98.88,23.89,4.02
College,1,US,1584160328,71,64.86,-147.8,-5.0,1.04
Dunn,1,US,1584160417,58,44.95,-91.88,-0.56,3.1
Panama City,30,PA,1584160328,83,8.99,-79.52,25.0,1.5
Monroe,40,US,1584160274,51,43.15,-77.68,5.0,7.7
Neepawa,20,CA,1584160418,71,50.23,-99.47,-16.0,3.1
Frankfort,55,ZA,1584160418,56,-27.27,28.48,17.66,0.31
Erie,20,US,1584160418,59,42.77,-78.67,4.44,5.7
Rock Sound,0,BS,1584160418,85,24.9,-76.2,23.03,6.38
Valley Station,20,US,1584160418,49,38.11,-85.87,8.0,3.1
Moose Factory,90,CA,1584160418,85,51.26,-80.61,-9.0,9.8
Spirit River,5,CA,1584160418,69,55.78,-118.84,-24.0,2.6
Fallon,40,US,1584160418,32,39.47,-118.78,14.0,5.1
Mendota,75,US,1584160418,71,36.75,-120.38,15.0,5.7
Dodge City,90,US,1584160418,98,37.75,-100.02,0.0,8.7
Bridgton,1,US,1584160418,44,44.05,-70.71,6.0,5.1
Coburg,14,DE,1584160167,85,50.27,10.97,2.22,0.55
Lewisville,90,US,1584160382,93,33.05,-96.99,19.0,5.1
Bozeman,20,US,1584160227,63,45.68,-111.04,-1.0,2.1
Jaumave,75,MX,1584160419,65,23.42,-99.38,25.0,7.7
Miramar,40,US,1584160241,78,25.99,-80.23,24.44,3.6
Saginaw,1,US,1584160419,73,43.33,-84.03,1.67,4.1
Williams Lake,75,CA,1584160419,50,52.14,-122.14,-14.0,9.8
Mundo Nuevo (Ojo de Agua),0,MX,1584160419,96,18.7,-95.5,21.43,2.01
Bay Saint Louis,1,US,1584160418,88,30.31,-89.33,21.0,2.6
Rancho Palos Verdes,75,US,1584160127,82,33.74,-118.39,14.44,2.6
Cloquet,1,US,1584160419,57,46.72,-92.46,-4.0,4.1
Anchorage,1,US,1584160419,53,61.22,-149.9,-5.0,0.8
Glendive,90,US,1584160419,68,47.11,-104.71,-3.33,6.2
Andrews,90,US,1584160419,100,32.32,-102.55,12.0,4.1
Fernley,75,US,1584160144,37,39.61,-119.25,13.0,8.2
Cartersville,90,US,1584160205,72,34.17,-84.8,17.22,3.6
Wasilla,1,US,1584160213,44,61.58,-149.44,-5.0,1.5
Polson,90,US,1584160420,66,47.69,-114.16,-4.44,11.8
Sturgeon Bay,1,US,1584160420,68,44.83,-87.38,0.0,2.6
Pierre,90,US,1584160301,92,44.37,-100.35,-2.0,6.2
Chambas,20,CU,1584160420,88,22.19,-78.91,24.0,5.1
Wentzville,90,US,1584160420,56,38.81,-90.85,7.78,2.93
Ucluelet,100,CA,1584160194,56,48.93,-125.55,3.33,0.45
Medicine Hat,90,CA,1584160420,66,50.05,-110.67,-11.67,9.3
Cedar City,90,US,1584160149,86,37.68,-113.06,4.0,6.2
Vega de Alatorre,0,MX,1584160420,78,20.03,-96.63,24.07,5.81
Pataskala,1,US,1584160420,74,40.0,-82.67,6.11,3.6
St. Marys,1,US,1584160420,93,30.73,-81.55,21.11,1.5
Morro Bay,90,US,1584160421,76,35.37,-120.85,13.89,2.6
Harrison,1,US,1584160220,88,30.41,-89.04,21.0,2.6
Durango,100,MX,1584160421,49,24.83,-104.83,13.48,1.51
Lake City,20,US,1584160135,100,30.19,-82.64,18.89,1.74
Payson,90,US,1584160368,70,40.04,-111.73,6.0,3.1
New Iberia,1,US,1584160203,88,30.0,-91.82,21.11,3.1
Steinbach am Taunus,90,DE,1584160421,86,50.17,8.57,5.0,0.55
Ann Arbor,1,US,1584160340,47,42.28,-83.74,3.0,2.1
Westfield,1,US,1584160202,41,42.13,-72.75,7.0,2.1
Muskegon,1,US,1584160421,55,43.3,-86.13,2.78,4.1
Badiraguato,20,MX,1584160421,78,25.37,-107.52,23.33,1.5
Saint-Prosper,100,CA,1584160421,74,46.21,-70.48,2.22,5.81
Altus,90,US,1584160421,93,34.64,-99.33,10.0,4.6
Hauterive,42,FR,1584160421,87,46.09,3.45,2.78,0.5
Taylorville,1,US,1584160422,65,39.55,-89.29,7.0,2.1
Cadillac,1,US,1584160422,68,44.25,-85.4,2.0,3.6
Wahpeton,100,US,1584160422,73,46.27,-96.61,-6.0,2.1
Burns Lake,28,CA,1584160202,66,54.23,-125.75,-17.51,4.44
Eagle,1,US,1584160343,31,43.7,-116.35,9.0,4.6
Fort Frances,90,CA,1584160422,66,48.6,-93.4,-9.0,3.1
Hoquiam,90,US,1584160422,93,46.98,-123.89,4.44,2.1
Bradford,90,GB,1584160240,86,53.79,-1.75,6.11,3.6
Puerto Peñasco,0,MX,1584160422,77,31.32,-113.53,17.78,5.81
Prattville,1,US,1584160422,93,32.46,-86.46,21.0,2.06
Quila,20,MX,1584160422,78,24.42,-107.22,23.33,1.5
High Level,5,CA,1584160422,63,58.52,-117.14,-22.0,1.0
Sterling,1,US,1584160347,30,39.01,-77.43,14.0,7.7
Guthrie,90,US,1584160422,93,35.88,-97.43,7.0,6.2
El Fuerte,100,MX,1584160423,36,26.42,-108.62,23.7,0.68
Etchoropo,93,MX,1584160423,79,26.77,-109.67,18.89,0.45
Princeton,1,US,1584160253,83,25.54,-80.41,24.44,3.1
Garden City,1,US,1584160423,47,42.33,-83.33,3.0,4.1
Tuckahoe,1,US,1584160399,27,37.59,-77.56,17.0,1.5
Bahía Honda,21,CU,1584160423,85,22.9,-83.16,23.21,5.09
Pocatello,1,US,1584160190,36,42.87,-112.45,7.0,9.8
San Miguel de Cozumel,20,MX,1584160372,88,20.51,-86.95,25.0,4.88
Kirksville,90,US,1584160235,60,40.19,-92.58,6.11,2.1
Hong Kong,24,HK,1584160196,53,22.29,114.16,25.56,1.5
Twentynine Palms,1,US,1584160423,71,34.14,-116.05,18.0,5.7
Rock Springs,100,US,1584160423,95,41.59,-109.2,-3.74,0.6
Bullhead City,90,US,1584160423,55,35.15,-114.57,18.0,6.2
Oneonta,26,US,1584160423,63,42.45,-75.06,2.78,3.13
Sonoita,0,MX,1584160424,79,31.85,-112.83,13.33,4.76
Les Escoumins,91,CA,1584160424,80,48.11,-69.02,-0.05,7.73
Timmins,90,CA,1584160424,85,48.47,-81.33,-4.0,10.3
Elko,1,US,1584160320,35,41.0,-115.5,7.78,3.39
Madera,75,US,1584160424,71,37.17,-119.83,15.0,5.7
Sweetwater,40,US,1584160424,73,25.76,-80.37,24.44,3.1
Lamar,90,US,1584160424,93,33.67,-95.58,10.56,8.2
Levelland,90,US,1584160424,93,33.59,-102.38,7.0,6.2
Jackson,90,US,1584160224,61,42.42,-122.83,8.0,5.7
Wawa,19,NG,1584160424,26,9.9,4.42,24.92,1.45
Caibarién,40,CU,1584160424,88,22.52,-79.47,22.0,2.6
Natchez,40,US,1584160424,88,31.56,-91.4,21.11,1.46
Lovington,90,US,1584160424,93,32.94,-103.35,10.0,6.2
Key Largo,1,US,1584160202,83,25.09,-80.45,23.89,3.1
La Paz,75,BO,1584160203,93,-16.5,-68.15,6.0,2.1
China,8,MX,1584160425,69,25.7,-99.23,23.73,9.37
Kerrobert,75,CA,1584160425,65,51.92,-109.13,-16.0,7.2
Port-Cartier,90,CA,1584160425,92,50.03,-66.87,-6.67,10.3
Silver City,40,US,1584160242,75,32.77,-108.28,8.89,3.6
Brentwood,40,US,1584160425,34,40.78,-73.25,11.11,6.2
Killarney,84,IE,1584160425,90,52.05,-9.52,4.54,2.95
Milford,1,US,1584160129,29,41.22,-73.06,11.11,7.7
Gibara,5,CU,1584160909,88,21.11,-76.13,23.0,3.6
Lawrenceburg,1,US,1584160425,60,38.04,-84.9,7.78,2.6
Kissimmee,1,US,1584160425,83,28.3,-81.42,23.0,2.03
Kelowna,90,CA,1584160202,86,49.88,-119.49,-1.0,10.3
Cheney,90,US,1584160338,79,47.49,-117.58,-1.0,6.2
Golden,90,US,1584160426,82,39.76,-105.22,2.0,5.04
Wisconsin Rapids,1,US,1584160426,58,44.38,-89.82,0.56,1.5
Isla Vista,90,US,1584160426,81,34.41,-119.86,13.33,1.5
Fort Dodge,90,US,1584160142,74,42.5,-94.17,3.89,2.6
Hopkinsville,90,US,1584160207,57,36.87,-87.49,9.44,3.6
Malartic,75,CA,1584160314,85,48.13,-78.13,-5.0,4.6
Plainview,40,US,1584160412,34,40.78,-73.47,11.11,6.2
Meadville,1,US,1584160426,55,41.64,-80.15,4.0,3.1
Newberry,1,US,1584160426,100,34.27,-81.62,18.33,2.06
Bernalillo,40,US,1584160164,49,35.05,-106.67,9.44,4.6
Beamsville,1,CA,1584160223,59,43.17,-79.48,3.89,7.7
Redmond,90,US,1584160130,93,47.67,-122.12,3.33,3.1
Indianola,90,US,1584160426,77,41.36,-93.56,6.0,2.6
Warrington,75,GB,1584160199,87,53.39,-2.58,7.0,5.1
Ensley,1,US,1584160427,94,30.52,-87.27,21.0,2.6
Ixtlahuacán del Río,40,MX,1584160427,43,20.87,-103.25,22.78,4.6
Hibbing,90,US,1584160427,67,47.43,-92.94,-7.0,4.1
Roswell,90,US,1584160199,87,34.02,-84.36,18.0,2.1
Piney Green,1,US,1584160427,88,34.72,-77.32,18.0,3.91
Grimshaw,5,CA,1584160427,62,56.18,-117.6,-25.0,2.1
Rossland,100,CA,1584160427,92,49.08,-117.8,-5.0,6.26
Cerritos,75,US,1584160231,82,33.86,-118.06,14.44,2.6
Wadena,40,US,1584160427,78,46.44,-95.14,-7.0,3.1
Lebanon,90,US,1584160300,40,36.21,-86.29,11.0,2.6
